sku,назва товару укр,назва категорії
ТР 33,Трубка для розливу пива (з клапаном) 33 см,Комплектуючі для ємностей
2600614,"Трубний з’єднувач GOK 12х1,5х120 ML + DL Тип 0200000",Все для газу
0252501,Трубний з’єднувач GOK RST12x350ML + DL Тип 02 525 01,Все для газу
MAG1008,"Турбо дефлегматор 1,5 дюйма",Аксесуари для самогоноваріння
MAG1023,Турбо дефлегматор 2 дюйма,Аксесуари для самогоноваріння
40904056,Турбо дефлегматор 3 дюйма,Аксесуари для самогоноваріння
MAG1085,Турбо дефлегматор 4 дюйма,Аксесуари для самогоноваріння
21053740,Турбо дефлегматор 6 дюйма ,Аксесуари для самогоноваріння
803,Турбо дріжджі Mixerman Jaskraft 7,Дріжджі
MAG1032,"Турбо охолоджувач 1,5 дюйма",Аксесуари для самогоноваріння
MAG1009,Турбо охолоджувач 2 дюйма,Аксесуари для самогоноваріння
D0107,Турбо-дріжджі Первак на 25 л (125 г),Дріжджі
РУК,Укупорпорювач для кронен пробок,Пляшки для пива
Sim,Укупорщик ручний Simplex для коркових пробок,Комплектуючі для ємностей
РУП,Укупорювач винних пляшок,Аксесуари для самогоноваріння
670,Установка для миття фруктів з R?tzm?hle,Дробарка для яблук
1465746301,Утеплювач для царги 2 дюйми 50см,Аксесуари для самогоноваріння
DP00025,"Утримувач пристроїв на ректифікаційну та бражну колону 1,5 дюйми",Автоматика для самогонного апарату
DP00026,Утримувач пристроїв на ректифікаційну та бражну колону 2 дюйми,Автоматика для самогонного апарату
DP00027,Утримувач пристроїв на ректифікаційну та бражну колону 3 дюйми,Автоматика для самогонного апарату
0100430,Ущільнення алюмінієве для арматури зі з’єднанням GOK (GF),Все для газу
21288,Ущільнення для клапана диск. VMQ DN100,Аксесуари для самогоноваріння
21271,Ущільнення для клапана диск. VMQ DN50,Аксесуари для самогоноваріння
УБ,"Ущільнювач гидрозатвору для бутлів, d-52/43мм",Комплектуючі для ємностей
УГЗ,Ущільнювач для гідрозатвора,Комплектуючі для ємностей
100000983,Ущільнювач для гідрозатвора (маленький) з ковпачком,Комплектуючі для ємностей
